Item	Page_Lines	Para	Text	Keywords
3851	566.1 - 566.2	SEC. 23002.(a)(5)(A)	the amount of such a grant shall be not more than $5,000,000; and	amount, grant, 5,000,000
3852	566.3 - 566.7	SEC. 23002.(a)(5)(B)	notwithstanding subsection (d) of that section, a recipient of such a grant shall provide funds equal to not less than 50 percent of the amount received under the grant, to be derived from non-Federal sources.	notwithstanding, subsection, recipient, grant, funds, equal, amount, derived, federal, sources
3853	566.8 - 566.13	SEC. 23002.(b)	COST-SHARING REQUIREMENT. Any partnership agreements, including cooperative agreements and mutual interest agreements, using funds made available under this section shall be subject to a non-Federal cost-share requirement of not less than 20 percent of the project cost, which may be waived at the discretion of the Secretary.	cost, sharing, requirement, partnership, agreements, cooperative, mutual, interest, funds, available, subject, federal, project, waived, discretion, secretary
3854	566.14 - 566.18	SEC. 23002.(c)	LIMITATIONS. Nothing in this section shall be interpreted to authorize funds of the Commodity Credit Corporation for activities under this section if such funds are not expressly authorized or currently expended for such purposes.	limitations, nothing, interpreted, authorize, funds, commodity, credit, corporation, activities, expressly, authorized, expended, purposes
3855	566.19 - 566.20	TITLE II Subtitle D SEC. 23003.	STATE AND PRIVATE FORESTRY CONSERVATION PROGRAMS.	state, private, forestry, conservation, programs
3856	566.21 - 566.25	SEC. 23003.(a)	APPROPRIATIONS. In addition to amounts otherwise available, there are appropriated to the Secretary for fiscal year 2022, out of any money in the Treasury not otherwise appropriated, to remain available until September 30, 2031	appropriations, addition, amounts, otherwise, available, appropriated, secretary, fiscal, money, treasury, remain, september
3857	567.1 - 567.5	SEC. 23003.(a)(1)	$700,000,000 to provide competitive grants to States through the Forest Legacy Program established under section 7 of the Cooperative Forestry Assistance Act of 1978 (16 U.S.C. 2103c) for projects for the acquisition of land and interests in land; and	700,000,000, competitive, grants, states, forest, legacy, program, established, cooperative, forestry, assistance, act, u.s.c, 2103c, projects, acquisition, land, interests
3858	567.6 - 567.17	SEC. 23003.(a)(2)	$1,500,000,000 to provide multiyear, programmatic, competitive grants to a State agency, a local governmental entity, an agency or governmental entity of the District of Columbia, an agency or governmental entity of an insular area (as defined in section 1404 of the National Agricultural Research, Extension, and Teaching Policy Act of 1977 (7 U.S.C. 3103)), an Indian Tribe, or a nonprofit organization through the Urban and Community Forestry Assistance program established under section 9(c) of the Cooperative Forestry Assistance Act of 1978 (16 U.S.C. 2105(c)) for tree planting and related activities.	1,500,000,000, multiyear, programmatic, competitive, grants, state, agency, local, governmental, entity, district, columbia, insular, area, defined, national, agricultural, research, extension, teaching, policy, act, u.s.c, indian, tribe, nonprofit, organization, urban, community, forestry, assistance, program, established, cooperative, tree, planting, related, activities
3859	567.18 - 567.20	SEC. 23003.(b)	WAIVER. Any non-Federal cost-share requirement otherwise applicable to projects carried out under this section may be waived at the discretion of the Secretary.	waiver, federal, cost, requirement, otherwise, applicable, projects, carried, waived, discretion, secretary
3860	567.21 - 567.23	TITLE II Subtitle D SEC. 23004.	LIMITATION. The funds made available under this subtitle are subject to the condition that the Secretary shall not	limitation, funds, available, subtitle, subject, condition, secretary
3861	567.24 - 567.24	SEC. 23004.(1)	enter into any agreement	agreement
3862	568.1 - 568.2	SEC. 23004.(1)(A)	that is for a term extending beyond September 30, 2031; or	term, extending, beyond, september
3863	568.3 - 568.5	SEC. 23004.(1)(B)	under which any payment could be outlaid or funds disbursed after September 30, 2031; or	payment, outlaid, funds, disbursed, september
3864	568.6 - 568.8	SEC. 23004.(2)	use any other funds available to the Secretary to satisfy obligations initially made under this subtitle.	funds, available, secretary, satisfy, obligations, initially, subtitle
3865	568.9 - 568.16	TITLE II Subtitle D SEC. 23005.	ADMINISTRATIVE COSTS. In addition to amounts otherwise available, there is appropriated to the Secretary for fiscal year 2022, out of any money in the Treasury not otherwise appropriated, $100,000,000 to remain available until September 30, 2031, for administrative costs of the agencies and offices of the Department of Agriculture for costs related to implementing this subtitle.	administrative, costs, addition, amounts, otherwise, available, appropriated, secretary, fiscal, money, treasury, 100,000,000, remain, september, agencies, offices, department, agriculture, related, implementing, subtitle
3866	568.17 - 568.19	TITLE III	COMMITTEE ON BANKING, HOUSING, AND URBAN AFFAIRS	committee, banking, housing, urban, affairs
3867	568.20 - 569.2	TITLE III SEC. 30001.	ENHANCED USE OF DEFENSE PRODUCTION ACT OF 1950. In addition to amounts otherwise available, there is appropriated for fiscal year 2022, out of any money in the Treasury not otherwise appropriated, $500,000,000, to remain available until September 30, 2024, to carry out the Defense Production Act of 1950 (50 U.S.C. 4501 et seq.).	enhanced, defense, production, act, addition, amounts, otherwise, available, appropriated, fiscal, money, treasury, 500,000,000, remain, september, carry, u.s.c, seq
3868	569.3 - 569.5	TITLE III SEC. 30002.	IMPROVING ENERGY EFFICIENCY OR WATER EFFICIENCY OR CLIMATE RESILIENCE OF AFFORDABLE HOUSING.	improving, energy, efficiency, water, climate, resilience, affordable, housing
3869	569.6 - 569.10	SEC. 30002.(a)	APPROPRIATION. In addition to amounts otherwise available, there is appropriated to the Secretary of Housing and Urban Development (in this section referred to as the ‘‘Secretary’’) for fiscal year 2022, out of any money in the Treasury not otherwise appropriated	appropriation, addition, amounts, otherwise, available, appropriated, secretary, housing, urban, development, referred, fiscal, money, treasury
3870	569.11 - 569.23	SEC. 30002.(a)(1)	$837,500,000, to remain available until September 30, 2028, for the cost of providing direct loans, the costs of modifying such loans, and for grants, as provided for and subject to terms and conditions in subsection (b), including to subsidize gross obligations for the principal amount of such loans, not to exceed $4,000,000,000, to fund projects that improve energy or water efficiency, enhance indoor air quality or sustainability, implement the use of zero-emission electricity generation, low-emission building materials or processes, energy storage, or building electrification strategies, or address climate resilience, of an eligible property;	837,500,000, remain, available, september, cost, providing, direct, loans, costs, modifying, grants, subject, terms, conditions, subsection, subsidize, gross, obligations, principal, amount, exceed, 4,000,000,000, fund, projects, improve, energy, water, efficiency, enhance, indoor, air, quality, sustainability, implement, zero, emission, electricity, generation, building, materials, processes, storage, electrification, strategies, address, climate, resilience, eligible, property
3871	569.24 - 570.3	SEC. 30002.(a)(2)	$60,000,000, to remain available until September 30, 2030, for the costs to the Secretary for information technology, research and evaluation, and administering and overseeing the implementation of this section;	60,000,000, remain, available, september, costs, secretary, information, technology, research, evaluation, administering, overseeing, implementation
3872	570.4 - 570.6	SEC. 30002.(a)(3)	$60,000,000, to remain available until September 30, 2029, for expenses of contracts or cooperative agreements administered by the Secretary; and	60,000,000, remain, available, september, expenses, contracts, cooperative, agreements, administered, secretary
3873	570.7 - 570.15	SEC. 30002.(a)(4)	$42,500,000, to remain available until September 30, 2028, for energy and water benchmarking of properties eligible to receive grants or loans under this section, regardless of whether they actually received such grants or loans, along with associated data analysis and evaluation at the property and portfolio level, and the development of information technology systems necessary for the collection, evaluation, and analysis of such data.	42,500,000, remain, available, september, energy, water, benchmarking, properties, eligible, grants, loans, regardless, actually, associated, data, analysis, evaluation, property, portfolio, level, development, information, technology, systems, necessary, collection
3874	570.16 - 570.20	SEC. 30002.(b)	LOAN AND GRANT TERMS AND CONDITIONS. Amounts made available under this section shall be for direct loans, grants, and direct loans that can be converted to grants to eligible recipients that agree to an extended period of affordability for the property.	loan, grant, terms, conditions, amounts, available, direct, loans, grants, converted, eligible, recipients, agree, extended, period, affordability, property
