Item	Page_Lines	Para	Text	Keywords
588	95.14 - 95.18	[TITLE III SEC. 304.(d)(3)] SEC. 705.(a)	IN GENERAL.—In addition to amounts made available under section 701, there is appropriated, out of any funds in the Treasury not otherwise appropriated, $200,000,000 for fiscal year 2027 and each fiscal year thereafter to carry out section 209(c)(6).	general, addition, amounts, available, appropriated, funds, treasury, otherwise, 200,000,000, fiscal, thereafter, carry
589	95.19 - 95.23	[TITLE III SEC. 304.(d)(3)] SEC. 705.(b)	ADJUSTMENT.—The amount made available under subsection (a) shall be adjusted annually to reflect the change in the Consumer Price Index for All Urban Consumers published by the Bureau of Labor Statistics of the Department of Labor.’’.	adjustment, amount, available, subsection, adjusted, annually, reflect, consumer, price, index, urban, consumers, published, bureau, labor, statistics, department
590	96.1 - 96.3	TITLE IV	—ASSISTANCE TO ENVIRONMENTAL JUSTICE COMMUNITIES	assistance, environmental, justice, communities
591	96.4 - 96.5	TITLE IV SEC. 401.	ASSISTANCE TO ENVIRONMENTAL JUSTICE COMMUNITIES.	assistance, environmental, justice, communities
592	96.6 - 96.8	TITLE IV SEC. 401.(a)	IN GENERAL.—For each fiscal year beginning after September 30, 2022, the amounts appropriated under subsection (b) shall be apportioned as follows:	general, fiscal, beginning, september, amounts, appropriated, subsection, apportioned, follows
593	96.9 - 96.9	TITLE IV SEC. 401.(a)(1)	ENERGY AFFORDABILITY.—	energy, affordability
594	96.10 - 96.15	TITLE IV SEC. 401.(a)(1)(A)	For the low-income home energy assistance program established under the Low-Income Home Energy Assistance Act of 1981 (42 U.S.C. 8621 et seq.), 33 percent of such amounts, of which 3 percent shall be allocated to Indian Tribes.	income, energy, assistance, program, established, act, u.s.c, seq, amounts, allocated, indian, tribes
595	96.16 - 96.20	TITLE IV SEC. 401.(a)(1)(B)	For the weatherization assistance program implemented under part A of title IV of the Energy Conservation and Production Act (42 U.S.C. 6861 et seq.), 24 percent of such amounts.	weatherization, assistance, program, implemented, title, iv, energy, conservation, production, act, u.s.c, seq, amounts
596	96.21 - 96.22	TITLE IV SEC. 401.(a)(2)	POLLUTION REDUCTION IN ENVIRONMENTAL JUSTICE COMMUNITIES.—	pollution, reduction, environmental, justice, communities
597	96.23 - 97.7	TITLE IV SEC. 401.(a)(2)(A)	For awarding competitive grants under the State Energy Program established under part D of title III of the Energy Policy and Conservation Act (42 U.S.C. 6321 et seq.) to State energy offices to promote distributed energy resources, microgrids, community solar, energy efficiency, energy resilience, and building electrification in environmental justice communities (as defined in section 102(a)), 13 percent of such amounts.	awarding, competitive, grants, state, energy, program, established, title, iii, policy, conservation, act, u.s.c, seq, offices, promote, distributed, resources, microgrids, community, solar, efficiency, resilience, building, electrification, environmental, justice, communities, defined, amounts
598	97.8 - 97.14	TITLE IV SEC. 401.(a)(2)(B)	For grants under the Environmental Justice Small Grants Program and the Environmental Justice Collaborative Problem-Solving Cooperative Agreement Program (as those programs are in existence on the date of enactment of this Act) of the Environmental Protection Agency, 3 percent of such amounts.	grants, environmental, justice, program, collaborative, problem, solving, cooperative, agreement, programs, existence, enactment, act, protection, agency, amounts
599	97.15 - 97.18	TITLE IV SEC. 401.(a)(2)(C)	For enforcement activities of the Environmental Protection Agency under section 113 of the Clean Air Act (42 U.S.C. 7413), 3 percent of such amounts.	enforcement, activities, environmental, protection, agency, clean, air, act, u.s.c, amounts
600	97.19 - 98.2	TITLE IV SEC. 401.(a)(2)(D)	For grants under the low or no emission grant program under subsection (c) of section 5339 of title 49, United States Code, 8 percent of such amounts, subject to the requirement that the amounts are used only to finance eligible projects under that subsection with respect to zero emission vehicles (as defined in paragraph (1) of that subsection).	grants, emission, grant, program, subsection, title, united, states, code, amounts, subject, requirement, finance, eligible, projects, respect, zero, vehicles, defined, paragraph
601	98.3 - 98.6	TITLE IV SEC. 401.(a)(2)(E)	For grants under subtitle G of title VII of the Energy Policy Act of 2005 (42 U.S.C. 16131 et seq.), 6 percent of such amounts.	grants, subtitle, title, vii, energy, policy, act, u.s.c, seq, amounts
602	98.7 - 98.10	TITLE IV SEC. 401.(a)(2)(F)	For the urban and community forestry program under section 9 of the Cooperative Forestry Assistance Act of 1978 (16 U.S.C. 2105), 0.5 percent of such amounts.	urban, community, forestry, program, cooperative, assistance, act, u.s.c, amounts
603	98.11 - 98.12	TITLE IV SEC. 401.(a)(3)	BUSINESS DEVELOPMENT AND CAREER TRAINING.—	business, development, career, training
604	98.13 - 98.18	TITLE IV SEC. 401.(a)(3)(A)	For the Environmental Workforce and Job Training Grants program established under section 104(k)(7) of the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 (42 U.S.C. 9604(k)(7)), 1 percent of such amounts.	environmental, workforce, job, training, grants, program, established, comprehensive, response, compensation, liability, act, u.s.c, amounts
605	98.19 - 98.25	TITLE IV SEC. 401.(a)(3)(B)	For the Environmental Career Worker Training Program of the National Institute of Environmental Health Sciences established pursuant to section 126(g) of the Superfund Amendments and Reauthorization Act of 1986 (29 U.S.C. 655 note; Public Law 99–499), 1 percent of such amounts.	environmental, career, worker, training, program, national, institute, health, sciences, established, pursuant, superfund, amendments, reauthorization, act, u.s.c, note, public, law, amounts
606	99.1 - 99.5	TITLE IV SEC. 401.(a)(3)(C)	For grants under the Minority Science and Engineering Improvement Program under subpart 1 of part E of title III of the Higher Education Act of 1965 (20 U.S.C. 1067 et seq.), 1 percent of such amounts.	grants, minority, science, engineering, improvement, program, subpart, title, iii, education, act, u.s.c, seq, amounts
607	99.6 - 99.10	TITLE IV SEC. 401.(a)(3)(D)	For grants for public works and economic development under section 201 of the Public Works and Economic Development Act of 1965 (42 U.S.C. 3141), 2 percent of such amounts.	grants, public, economic, development, act, u.s.c, amounts
608	99.11 - 99.14	TITLE IV SEC. 401.(a)(3)(E)	For assistance provided under the microloan program established under section 7(m) of the Small Business Act (15 U.S.C. 636(m)), 1 percent of such amounts.	assistance, microloan, program, established, business, act, u.s.c, amounts
609	99.15 - 99.16	TITLE IV SEC. 401.(a)(3)(F)	For the Minority Business Development Agency, 0.5 percent of such amounts.	minority, business, development, agency, amounts
610	99.17 - 99.17	TITLE IV SEC. 401.(a)(4)	TRIBAL PROGRAMS.—	tribal, programs
611	99.18 - 99.21	TITLE IV SEC. 401.(a)(4)(A)	For grants under the Indian Environmental General Assistance Program established under section 502 of Public Law 95–134 (42 U.S.C. 4368b), 2 percent of such amounts.	grants, indian, environmental, general, assistance, program, established, public, law, u.s.c, 4368b, amounts
612	99.22 - 99.24	TITLE IV SEC. 401.(a)(4)(B)	For grants under the Tribal Climate Resilience Program of the Bureau of Indian Affairs, 1 percent of such amounts.	grants, tribal, climate, resilience, program, bureau, indian, affairs, amounts
613	100.1 - 100.7	TITLE IV SEC. 401.(b)	APPROPRIATION.—To carry out the purposes of this section, out of any funds in the Treasury not otherwise appropriated, there are appropriated amounts equal to the fees received into the Treasury under subchapter E of chapter 38 of the Internal Revenue Code of 1986 and section 102 of this Act, less any amounts refunded or paid under—	appropriation, carry, purposes, funds, treasury, otherwise, appropriated, amounts, equal, fees, subchapter, chapter, internal, revenue, code, act, refunded, paid
614	100.8 - 100.9	TITLE IV SEC. 401.(b)(1)	sections 4691(c), 4692(e), and 4695(b) of the Internal Revenue Code of 1986;	sections, internal, revenue, code
615	100.10 - 100.10	TITLE IV SEC. 401.(b)(2)	section 6428C of such Code;	6428c, code
616	100.11 - 100.12	TITLE IV SEC. 401.(b)(3)	section 401(g) of the Surface Mining Control and Reclamation Act of 1977; and	surface, mining, control, reclamation, act
617	100.13 - 100.14	TITLE IV SEC. 401.(b)(4)	sections 201(b), 202, 301, 302, 303(b), and 304 of this Act.	sections, act
618	100.15 - 100.15	TITLE V	—OTHER PROVISIONS	provisions
619	100.16 - 100.17	TITLE V SEC. 501.	PUBLIC DISCLOSURE OF REVENUES AND EXPENDITURES.	public, disclosure, revenues, expenditures
620	100.18 - 100.21	TITLE V SEC. 501.(a)	ESTABLISHMENT OF WEBSITE.—The Secretary of the Treasury, or the Secretary’s designee, shall establish a website for purposes of making the disclosures described in subsection (b).	establishment, website, secretary, treasury, secretary’s, designee, establish, purposes, disclosures, described, subsection
621	100.22 - 100.24	TITLE V SEC. 501.(b)	DISCLOSURES.—The Secretary shall make publicly available, on an ongoing basis and as frequently as possible, the following information:	disclosures, secretary, publicly, available, ongoing, basis, frequently, possible, information
622	101.1 - 101.3	TITLE V SEC. 501.(b)(1)	The amount and sources of revenue attributable to this Act and the amendments made by this Act.	amount, sources, revenue, attributable, act, amendments
623	101.4 - 101.5	TITLE V SEC. 501.(b)(2)	The amount of tax savings and benefits received as a result of title II of this Act.	amount, tax, savings, benefits, title, act
624	101.6 - 101.13	TITLE V SEC. 502.	SEVERABILITY. If any provision of this Act or amendment made by this Act, or the application of a provision or amendment to any person or circumstance, is held to be unconstitutional, the remainder of this Act and amendments made by this Act, and the application of the provisions and amendment to any person or circumstance, shall not be affected by the holding.	severability, provision, act, amendment, application, circumstance, held, unconstitutional, remainder, amendments, provisions, affected, holding
625	101.14 - 101.18	TITLE V SEC. 503.	RULE OF CONSTRUCTION. Nothing in this Act (or amendment made by this Act) or any regulation promulgated under this Act shall be construed so as to preempt or supersede any State or local law, regulation, policy, or program.	rule, construction, nothing, act, amendment, regulation, promulgated, construed, preempt, supersede, state, local, law, policy, program
626	101.19 - 101.23	TITLE V SEC. 504.	REMEDIES PRESERVED. Compliance with this Act (or any amendment made by this Act) or any standard, regulation, or requirement prescribed under this Act shall not relieve any person from liability at common law or under State or Federal law.	remedies, preserved, compliance, act, amendment, standard, regulation, requirement, prescribed, relieve, liability, law, state, federal
