Item	Page_Lines	Para	Text
4669	696.22 - 697.13	TITLE VI Subtitle A SEC. 60115.	ENVIRONMENTAL PROTECTION AGENCY EFFICIENT, ACCURATE, AND TIMELY REVIEWS. In addition to amounts otherwise available, there is appropriated to the Environmental Protection Agency for fiscal year 2022, out of any money in the Treasury not otherwise appropriated, $40,000,000, to remain available until September 30, 2026, to provide for the development of efficient, accurate, and timely reviews for permitting and approval processes through the hiring and training of personnel, the development of programmatic documents, the procurement of technical or scientific services for reviews, the development of environmental data or information systems, stakeholder and community engagement, the purchase of new equipment for environmental analysis, and the development of geographic information systems and other analysis tools, techniques, and guidance to improve agency transparency, accountability, and public engagement.
4670	697.14 - 697.15	TITLE VI Subtitle A SEC. 60116.	LOW-EMBODIED CARBON LABELING FOR CONSTRUCTION MATERIALS.
4671	697.16 - 698.9	SEC. 60116.(a)	IN GENERAL. In addition to amounts otherwise available, there is appropriated to the Administrator of the Environmental Protection Agency for fiscal year 2022, out of any money in the Treasury not otherwise appropriated, $100,000,000, to remain available until September 30, 2026, for necessary administrative costs of the Administrator of the Environmental Protection Agency to carry out this section and to develop and carry out a program, in consultation with the Administrator of the Federal Highway Administration for construction materials used in transportation projects and the Administrator of General Services for construction materials used for Federal buildings, to identify and label construction materials and products that have substantially lower levels of embodied greenhouse gas emissions associated with all relevant stages of production, use, and disposal, as compared to estimated industry averages of similar materials or products, as determined by the Administrator of the Environmental Protection Agency, based on
4672	698.10 - 698.10	SEC. 60116.(a)(1)	environmental product declarations; or
4673	698.11 - 698.13	SEC. 60116.(a)(2)	determinations by State agencies, as verified by the Administrator of the Environmental Protection Agency.
4674	698.14 - 698.17	SEC. 60116.(b)	DEFINITION OF GREENHOUSE GAS. In this section, the term ‘‘greenhouse gas’’ means the air pollutants carbon dioxide, hydrofluorocarbons, methane, nitrous oxide, perfluorocarbons, and sulfur hexafluoride.
4675	698.18 - 698.18	TITLE VI Subtitle B	Hazardous Materials
4676	698.19 - 698.22	TITLE VI Subtitle B SEC. 60201.	ENVIRONMENTAL AND CLIMATE JUSTICE BLOCK GRANTS. The Clean Air Act is amended by inserting after section 137, as added by subtitle A of this title, the following:
4677	699.1 - 699.2	[TITLE VI Subtitle B SEC. 60201.] SEC. 138.	ENVIRONMENTAL AND CLIMATE JUSTICE BLOCK GRANTS.
4678	699.3 - 699.6	[TITLE VI Subtitle B SEC. 60201.] SEC. 138.(a)	APPROPRIATION. In addition to amounts otherwise available, there is appropriated to the Administrator for fiscal year 2022, out of any money in the Treasury not otherwise appropriated
4679	699.7 - 699.9	[TITLE VI Subtitle B SEC. 60201.] SEC. 138.(a)(1)	$2,800,000,000 to remain available until September 30, 2026, to award grants for the activities described in subsection (b); and
4680	699.10 - 699.13	[TITLE VI Subtitle B SEC. 60201.] SEC. 138.(a)(2)	$200,000,000 to remain available until September 30, 2026, to provide technical assistance to eligible entities related to grants awarded under this section.
4681	699.14 - 699.14	[TITLE VI Subtitle B SEC. 60201.] SEC. 138.(b)	GRANTS.
4682	699.15 - 699.20	[TITLE VI Subtitle B SEC. 60201.] SEC. 138.(b)(1)	IN GENERAL. The Administrator shall use amounts made available under subsection (a)(1) to award grants for periods of up to 3 years to eligible entities to carry out activities described in paragraph (2)  that benefit disadvantaged communities, as defined by the Administrator.
4684	699.21 - 699.22	[TITLE VI Subtitle B SEC. 60201.] SEC. 138.(b)(2)	ELIGIBLE ACTIVITIES. An eligible entity may use a grant awarded under this subsection for
4685	699.23 - 700.2	[TITLE VI Subtitle B SEC. 60201.] SEC. 138.(b)(2)(A)	community-led air and other pollution monitoring, prevention, and remediation, and investments in low- and zero-emission and resilient technologies and related infrastructure and workforce development that help reduce greenhouse gas emissions and other air pollutants;
4686	700.3 - 700.5	[TITLE VI Subtitle B SEC. 60201.] SEC. 138.(b)(2)(B)	mitigating climate and health risks from urban heat islands, extreme heat, wood heater emissions, and wildfire events;
4687	700.6 - 700.6	[TITLE VI Subtitle B SEC. 60201.] SEC. 138.(b)(2)(C)	climate resiliency and adaptation;
4688	700.7 - 700.8	[TITLE VI Subtitle B SEC. 60201.] SEC. 138.(b)(2)(D)	reducing indoor toxics and indoor air pollution; or
4689	700.9 - 700.12	[TITLE VI Subtitle B SEC. 60201.] SEC. 138.(b)(2)(E)	facilitating engagement of disadvantaged communities in State and Federal advisory groups, workshops, rulemakings, and other public processes.
4690	700.13 - 700.14	[TITLE VI Subtitle B SEC. 60201.] SEC. 138.(b)(3)	ELIGIBLE ENTITIES. In this subsection, the term ‘eligible entity’ means
4691	700.15 - 700.15	[TITLE VI Subtitle B SEC. 60201.] SEC. 138.(b)(3)(A)	a partnership between
4692	700.16 - 700.18	[TITLE VI Subtitle B SEC. 60201.] SEC. 138.(b)(3)(A)(i)	an Indian tribe, a local government, or an institution of higher education; and
4693	700.19 - 700.20	[TITLE VI Subtitle B SEC. 60201.] SEC. 138.(b)(3)(A)(ii)	a community-based nonprofit organization;
4694	700.21 - 700.22	[TITLE VI Subtitle B SEC. 60201.] SEC. 138.(b)(3)(B)	a community-based nonprofit organization; or
4695	700.23 - 700.24	[TITLE VI Subtitle B SEC. 60201.] SEC. 138.(b)(3)(C)	a partnership of community-based nonprofit organizations.
4696	701.1 - 701.4	[TITLE VI Subtitle B SEC. 60201.] SEC. 138.(c)	ADMINISTRATIVE COSTS. The Administrator shall reserve 7 percent of the amounts made available under subsection (a) for administrative costs to carry out this section.
4697	701.5 - 701.8	[TITLE VI Subtitle B SEC. 60201.] SEC. 138.(d)	DEFINITION OF GREENHOUSE GAS. In this section, the term ‘greenhouse gas’ means the air pollutants carbon dioxide, hydrofluorocarbons, methane, nitrous oxide, perfluorocarbons, and sulfur hexafluoride.’’.
4698	701.9 - 701.10	TITLE VI Subtitle C	United States Fish and Wildlife Service
4699	701.11 - 701.19	TITLE VI Subtitle C SEC. 60301.	ENDANGERED SPECIES ACT RECOVERY PLANS. In addition to amounts otherwise available, there is appropriated to the United States Fish and Wildlife Service for fiscal year 2022, out of any money in the Treasury not otherwise appropriated, $125,000,000, to remain available until expended, for the purposes of developing and implementing recovery plans under paragraphs (1), (3), and (4) of subsection (f) of section 4 of the Endangered Species Act of 1973 (16 U.S.C. 1533(f)).
4700	701.20 - 701.22	TITLE VI Subtitle C SEC. 60302.	FUNDING FOR THE UNITED STATES FISH AND WILDLIFE SERVICE TO ADDRESS WEATHER EVENTS.
4701	701.23 - 702.6	SEC. 60302.(a)	IN GENERAL. In addition to amounts otherwise available, there is appropriated to the United States Fish and Wildlife Service for fiscal year 2022, out of any money in the Treasury not otherwise appropriated, $121,250,000, to remain available until September 30, 2026, to make direct expenditures, award grants, and enter into contracts and cooperative agreements for the purposes of rebuilding and restoring units of the National Wildlife Refuge System and State wildlife management areas by
4702	702.7 - 702.7	SEC. 60302.(a)(1)	addressing the threat of invasive species;
4703	702.8 - 702.10	SEC. 60302.(a)(2)	increasing the resiliency and capacity of habitats and infrastructure to withstand weather events; and
4704	702.11 - 702.12	SEC. 60302.(a)(3)	reducing the amount of damage caused by weather events.
4705	702.13 - 702.19	SEC. 60302.(b)	ADMINISTRATIVE COSTS. In addition to amounts otherwise available, there is appropriated to the United States Fish and Wildlife Service for fiscal year 2022, out of any money in the Treasury not otherwise appropriated, $3,750,000, to remain available until September 30, 2026, for necessary administrative expenses associated with carrying out this section.
4706	702.20 - 702.21	TITLE VI Subtitle D	Council on Environmental Quality
4707	702.22 - 703.3	TITLE VI Subtitle D SEC. 60401.	ENVIRONMENTAL AND CLIMATE DATA COLLECTION. In addition to amounts otherwise available, there is appropriated to the Chair of the Council on Environmental Quality for fiscal year 2022, out of any money in the Treasury not otherwise appropriated, $32,500,000, to remain available until September 30, 2026
4708	703.4 - 703.5	SEC. 60401.(1)	to support data collection efforts relating to
4709	703.6 - 703.7	SEC. 60401.(1)(A)	disproportionate negative environmental harms and climate impacts; and
4710	703.8 - 703.9	SEC. 60401.(1)(B)	cumulative impacts of pollution and temperature rise;
4711	703.10 - 703.14	SEC. 60401.(2)	to establish, expand, and maintain efforts to track disproportionate burdens and cumulative impacts and provide academic and workforce support for analytics and informatics infrastructure and data collection systems; and
4712	703.15 - 703.17	SEC. 60401.(3)	to support efforts to ensure that any mapping or screening tool is accessible to communitybased organizations and community members.
4713	703.18 - 704.5	TITLE VI Subtitle D SEC. 60402.	COUNCIL ON ENVIRONMENTAL QUALITY EFFICIENT AND EFFECTIVE ENVIRONMENTAL REVIEWS. In addition to amounts otherwise available, there is appropriated to the Chair of the Council on Environmental Quality for fiscal year 2022, out of any money in the Treasury not otherwise appropriated, $30,000,000, to remain available until September 30, 2026, to carry out the Council on Environmental Quality’s functions and for the purposes of training personnel, developing programmatic environmental documents, and developing tools, guidance, and techniques to improve stakeholder and community engagement.
4714	704.6 - 704.7	TITLE VI Subtitle E	Transportation and Infrastructure
4715	704.8 - 704.9	TITLE VI Subtitle E SEC. 60501.	NEIGHBORHOOD ACCESS AND EQUITY GRANT PROGRAM.
4716	704.10 - 704.11	SEC. 60501.(a)	IN GENERAL. Chapter 1 of title 23, United States Code, is amended by adding at the end the following:
4717	704.12 - 704.13	[SEC. 60501.(a)] § 177.	Neighborhood access and equity grant program
4718	704.14 - 704.20	[SEC. 60501.(a)] § 177.(a)	IN GENERAL. In addition to amounts otherwise available, there is appropriated for fiscal year 2022, out of any money in the Treasury not otherwise appropriated, $1,893,000,000, to remain available until September 30, 2026, to the Administrator of the Federal Highway Administration for competitive grants to eligible entities described in subsection (b)
4719	704.21 - 704.23	[SEC. 60501.(a)] § 177.(a)(1)	to improve walkability, safety, and affordable transportation access through projects that are context-sensitive
4720	704.24 - 704.25	[SEC. 60501.(a)] § 177.(a)(1)(A)	to remove, remediate, or reuse a facility described in subsection (c)(1);
4721	705.1 - 705.3	[SEC. 60501.(a)] § 177.(a)(1)(B)	to replace a facility described in subsection (c)(1) with a facility that is at-grade or lower speed;
4722	705.4 - 705.5	[SEC. 60501.(a)] § 177.(a)(1)(C)	to retrofit or cap a facility described in subsection (c)(1);
4723	705.6 - 705.8	[SEC. 60501.(a)] § 177.(a)(1)(D)	to build or improve complete streets, multiuse trails, regional greenways, or active transportation networks and spines; or
4724	705.9 - 705.11	[SEC. 60501.(a)] § 177.(a)(1)(E)	to provide affordable access to essential destinations, public spaces, or transportation links and hubs;
4725	705.12 - 705.15	[SEC. 60501.(a)] § 177.(a)(2)	to mitigate or remediate negative impacts on the human or natural environment resulting from a facility described in subsection (c)(2) in a disadvantaged or underserved community through
4726	705.16 - 705.17	[SEC. 60501.(a)] § 177.(a)(2)(A)	noise barriers to reduce impacts resulting from a facility described in subsection (c)(2);
4727	705.18 - 705.20	[SEC. 60501.(a)] § 177.(a)(2)(B)	technologies, infrastructure, and activities to reduce surface transportation-related greenhouse gas emissions and other air pollution;
4728	705.21 - 705.25	[SEC. 60501.(a)] § 177.(a)(2)(C)	natural infrastructure, pervious, permeable, or porous pavement, or protective features to reduce or manage stormwater run-off resulting from a facility described in subsection (c)(2);
4730	706.1 - 706.4	[SEC. 60501.(a)] § 177.(a)(2)(D)	infrastructure and natural features to reduce or mitigate urban heat island hot spots in the transportation right-of-way or on surface transportation facilities; or
4731	706.5 - 706.6	[SEC. 60501.(a)] § 177.(a)(2)(E)	safety improvements for vulnerable road users; and
4732	706.7 - 706.9	[SEC. 60501.(a)] § 177.(a)(3)	for planning and capacity building activities in disadvantaged or underserved communities to
